album_id,title,record_type,record_label,critic_score,user_score,released,genres,tags,artists
92,Flower Boy,LP,Columbia,80.0,78.0,2017-07-21,"['West Coast Hip Hop', 'Neo-Soul', 'Synth Funk', 'Alternative R&B', 'Pop Rap', 'Neo-Psychedelia']","['introspective,  lonely,  lush,  LGBT,  warm,  male vocals,  love,  summer,  longing,  bittersweet,  playful,  sentimental,  quirky,  romantic,  sampling,  melodic,  melancholic,  passionate,  eclectic,  spring,  humorous,  deadpan,  conscious,  mellow,  atmospheric']","['Tyler, the Creator']"
93,Igor,LP,Columbia,85.0,78.0,2019-05-17,"['Neo-Soul', 'Psychedelic Soul', 'Alternative R&B', 'Synth Funk', 'Neo-Psychedelia', 'Experimental Hip Hop']","['breakup,  LGBT,  male vocals,  love,  concept album,  lush,  sentimental,  warm,  longing,  sampling,  melodic,  psychedelic,  introspective,  rhythmic,  quirky,  passionate,  summer,  bittersweet,  playful,  romantic,  eclectic,  dense,  progressive,  melancholic']","['Tyler, the Creator']"
94,Call Me If You Get Lost,LP,Columbia,87.0,74.0,2021-06-25,"['West Coast Hip Hop', 'Jazz Rap', 'Neo-Soul', 'Hardcore Hip Hop', 'Synth Funk']","['male vocals,  boastful,  hedonistic,  sampling,  warm,  lush,  summer,  rhythmic,  eclectic,  introspective,  humorous,  romantic,  love,  deadpan,  triumphant,  energetic,  playful,  longing,  bittersweet,  dense,  happy']","['Tyler, the Creator']"
95,Aquarius,LP,RCA,75.0,69.0,2014-10-07,"['Alternative R&B', 'Pop Rap', 'Downtempo', 'Trap']","['atmospheric,  sexual,  passionate,  sensual,  female vocals,  lush,  urban,  ethereal,  nocturnal,  hypnotic,  introspective,  hedonistic,  rhythmic,  melodic,  party,  mellow,  concept album,  eclectic,  soothing,  love,  rain,  aquatic']",['Tinashe']
96,Nightride,LP,RCA,71.0,69.0,2016-11-04,"['Alternative R&B', 'Trap', 'Downtempo', 'Neo-Soul', 'Art Pop', 'Ambient Pop']","['nocturnal,  atmospheric,  sensual,  female vocals,  sexual,  ethereal,  lethargic,  love,  cold,  introspective,  mellow,  bittersweet,  lush,  mysterious,  hypnotic']",['Tinashe']
97,Joyride,LP,RCA,65.0,55.0,2018-04-13,"['Alternative R&B', 'Pop Rap', 'Trap']","['female vocals,  sensual,  sexual,  urban,  bittersweet,  nocturnal,  playful,  hedonistic,  futuristic,  sombre,  rhythmic,  boastful,  dark,  love']",['Tinashe']
98,Songs for You,LP,,73.0,70.0,2019-11-21,"['Alternative R&B', 'Pop Rap', 'Trap', 'Synthpop', 'Contemporary R&B']","['female vocals,  breakup,  atmospheric,  triumphant,  nocturnal,  melodic,  boastful,  rhythmic,  warm,  sexual,  love,  passionate,  sentimental,  bittersweet,  summer']",['Tinashe']
100,Z,EP,Top Dawg,63.0,61.0,2014-04-08,"['Alternative R&B', 'Downtempo', 'Neo-Soul', 'Wonky', 'Alt-Pop', 'Witch House']","['female vocals,  bittersweet,  nocturnal,  melancholic,  sentimental,  romantic,  melodic,  sensual,  love,  atmospheric']",['SZA']
101,S,EP,,80.0,64.0,2013-04-10,"['Alternative R&B', 'Downtempo', 'Neo-Soul', 'Ambient Pop', 'Wonky', 'Art Pop']","['lush,  lonely,  introspective,  passionate,  female vocals,  hypnotic,  sombre,  atmospheric,  ethereal,  depressive,  bittersweet,  love,  rhythmic,  melodic,  psychedelic,  sad,  sensual,  sampling,  nature,  mysterious,  lo-fi']",['SZA']
102,SEE·SZA·RUN,EP,,,66.0,2012-10-29,"['Alternative R&B', 'Downtempo', 'Neo-Soul', 'Wonky']","['love,  existential,  melodic,  drugs,  bittersweet,  rhythmic,  poetic,  mellow,  sentimental,  female vocals,  sensual,  atmospheric,  ethereal,  philosophical,  lush,  passionate']",['SZA']
103,CTRL,LP,Top Dawg,82.0,73.0,2017-06-09,"['Alternative R&B', 'Neo-Soul', 'Psychedelic Soul', 'Art Pop']","['love,  introspective,  bittersweet,  breakup,  sexual,  female vocals,  sensual,  mellow,  romantic,  rhythmic,  lush,  soothing,  playful,  lonely,  poetic,  anxious,  passionate,  warm,  melodic,  concept album,  existential,  nocturnal,  melancholic,  longing']",['SZA']
104,Rock and Roll Night Club,LP,Captured Tracks,77.0,64.0,2012-01-02,"['Hypnagogic Pop', 'Lo-Fi / Slacker Rock', 'Bedroom Pop', 'Jangle Pop']","['lo-fi,  psychedelic,  mellow,  nocturnal,  male vocals,  humorous,  quirky,  surreal,  sensual,  love,  romantic,  urban,  melancholic,  rhythmic,  bittersweet']",['Mac DeMarco']
105,2,LP,Captured Tracks,75.0,71.0,2012-10-16,"['Jangle Pop', 'Bedroom Pop', 'Lo-Fi / Slacker Rock', 'Psychedelic Pop']","['summer,  mellow,  melodic,  soothing,  warm,  male vocals,  playful,  bittersweet,  quirky,  romantic,  soft,  psychedelic,  sentimental,  lo-fi,  lethargic']",['Mac DeMarco']
106,Salad Days,LP,Captured Tracks,80.0,69.0,2014-04-01,"['Jangle Pop', 'Psychedelic Pop', 'Bedroom Pop', 'Hypnagogic Pop']","['mellow,  calm,  soothing,  warm,  summer,  melodic,  male vocals,  soft,  bittersweet,  melancholic,  playful,  psychedelic,  lush,  quirky']",['Mac DeMarco']
108,This Old Dog,LP,Captured Tracks,78.0,69.0,2017-05-05,"['Singer/Songwriter', 'Indie Pop', 'Folk Pop', 'Psychedelic Pop', 'Soft Rock', 'Bedroom Pop']","['mellow,  bittersweet,  introspective,  sentimental,  warm,  male vocals,  soft,  love,  melodic,  melancholic,  psychedelic,  soothing,  breakup,  sad,  depressive']",['Mac DeMarco']
109,この古い犬のデモ (Old Dog Demos),LP,Captured Tracks,,67.0,2018-04-21,"['Record Store Day', 'Singer/Songwriter', 'Indie Pop', 'Folk Pop', 'Soft Rock']","['mellow,  bittersweet,  male vocals,  soothing,  soft,  warm,  love,  longing,  melancholic,  autumn']",['Mac DeMarco']
110,Here Comes the Cowboy,LP,Mac's,64.0,52.0,2019-05-10,"['Singer/Songwriter', 'Indie Pop', 'Soft Rock', 'Folk Pop', 'Psychedelic Pop', 'Bedroom Pop']","['soft,  lethargic,  calm,  male vocals,  acoustic,  minimalistic,  depressive,  melancholic,  warm,  bittersweet,  introspective,  mellow,  soothing,  repetitive,  existential,  lonely']",['Mac DeMarco']
112,Halcyon,LP,Polydor,67.0,64.0,2012-10-08,"['Electropop', 'Alt-Pop', 'Synthpop']","['female vocals,  atmospheric,  ethereal,  passionate,  introspective,  dense,  love,  lush,  poetic,  aquatic,  longing,  breakup,  melodic,  sentimental']",['Ellie Goulding']
113,Delirium,LP,Polydor,65.0,55.0,2015-11-06,"['Electropop', 'Dance-Pop', 'Synthpop']","['party,  uplifting,  rhythmic,  anthemic,  female vocals,  nocturnal,  warm,  love,  melodic,  passionate,  summer,  sensual']",['Ellie Goulding']
114,Lights,LP,Polydor,,64.0,2010-03-01,"['Electropop', 'Synthpop', 'Folktronica', 'Indietronica', 'Alt-Pop']","['passionate,  melodic,  ethereal,  love,  mellow,  female vocals,  bittersweet']",['Ellie Goulding']
115,Brightest Blue,LP,Polydor,69.0,53.0,2020-07-17,"['Contemporary R&B', 'Pop', 'Alternative R&B', 'Electropop', 'Alt-Pop']","['female vocals,  lethargic,  rhythmic,  atmospheric,  love,  lush']",['Ellie Goulding']
116,Show and Prove,LP,Rostrum,80.0,54.0,2006-09-05,"['Hip Hop', 'East Coast Hip Hop']",[],['Wiz Khalifa']
117,Deal or No Deal,LP,Rostrum,50.0,46.0,2009-11-24,['Pop Rap'],[],['Wiz Khalifa']
118,Rolling Papers,LP,Rostrum,59.0,45.0,2011-03-29,"['Pop Rap', 'Cloud Rap', 'Electropop']","['male vocals,  drugs,  alcohol,  party,  hedonistic,  atmospheric,  summer']",['Wiz Khalifa']
119,O.N.I.F.C,LP,Rostrum,,49.0,2012-12-04,"['Pop Rap', 'Cloud Rap', 'Trap']",[],['Wiz Khalifa']
120,Khalifa,LP,Rostrum,,34.0,2016-02-05,"['Pop Rap', 'Trap']","['humorous,  party,  drugs,  boastful']",['Wiz Khalifa']
121,Rolling Papers 2,LP,Atlantic,58.0,40.0,2018-07-13,"['Pop Rap', 'Trap']","['boastful,  drugs,  male vocals']",['Wiz Khalifa']
123,Mail on Sunday,LP,Poe Boy,49.0,37.0,2008-03-18,"['Pop Rap', 'Southern Hip Hop', 'Dance-Pop', 'Miami Bass', 'Crunk']","['party,  playful,  urban,  rhythmic,  male vocals']",['Flo Rida']
124,Wild Ones,LP,Poe Boy,55.0,44.0,2012-07-03,"['Pop Rap', 'Dance-Pop', 'House', 'Hip House', 'Electropop']","['energetic,  drugs,  sampling,  alcohol,  male vocals,  party,  hedonistic']",['Flo Rida']
125,My House,EP,Atlantic,,46.0,2015-04-07,"['Pop Rap', 'Dance-Pop', 'Electropop']","['playful,  male vocals,  party']",['Flo Rida']
126,Handwritten,LP,Island,58.0,40.0,2015-04-13,"['Pop', 'Pop Rock', 'Folk Pop', 'Teen Pop', 'Pop Soul']","['love,  breakup,  romantic,  male vocals,  sensual,  melodic,  bittersweet,  passionate']",['Shawn Mendes']
127,Illuminate,LP,Island,69.0,36.0,2016-09-23,"['Teen Pop', 'Pop', 'Pop Rock', 'Pop Soul']","['love,  male vocals,  melodic,  romantic,  bittersweet,  passionate,  breakup,  manic']",['Shawn Mendes']
128,Shawn Mendes,LP,Island,,48.0,2018-05-25,"['Pop', 'Folk Pop', 'Dance-Pop', 'Contemporary R&B']","['male vocals,  love,  lush,  melodic,  warm,  mellow,  romantic,  passionate,  longing,  bittersweet,  eclectic']",['Shawn Mendes']
129,Wonder,LP,Island,62.0,45.0,2020-12-04,"['Pop', 'Pop Soul', 'Electropop', 'Dance-Pop']","['male vocals,  love,  melodic,  warm,  eclectic,  sentimental']",['Shawn Mendes']
130,Luv Is Rage 2,LP,Atlantic,69.0,59.0,2017-08-25,"['Trap', 'Pop Rap', 'Alternative R&B', 'Emo Rap', 'Cloud Rap']","['melodic,  party,  boastful,  drugs,  sexual,  nocturnal,  male vocals,  urban,  energetic,  breakup,  rhythmic,  anxious,  bittersweet,  hedonistic,  vulgar']",['Lil Uzi Vert']
131,Eternal Atake,LP,Atlantic,76.0,55.0,2020-03-06,"['Trap', 'Pop Rap', 'Cloud Rap']","['space,  male vocals,  boastful,  drugs,  hedonistic,  sexual,  repetitive,  futuristic,  energetic,  science fiction,  melodic,  concept album,  rhythmic,  party,  ethereal,  quirky,  psychedelic']",['Lil Uzi Vert']
134,Here We Go Again,LP,Hollywood,62.0,57.0,2009-07-21,"['Pop Rock', 'Teen Pop', 'Alternative Rock', 'Power Pop']","['androgynous vocals,  longing,  energetic,  eclectic,  angry,  anthemic,  romantic,  breakup,  melodic,  playful,  love,  passionate']",['Demi Lovato']
135,Unbroken,LP,Hollywood,61.0,49.0,2011-09-20,"['Pop', 'Contemporary R&B', 'Electropop', 'Dance-Pop', 'Adult Contemporary', 'Teen Pop', 'Pop Soul']","['androgynous vocals,  anthemic,  nocturnal,  eclectic,  sentimental,  hedonistic,  warm,  sexual,  party,  breakup,  melodic,  playful,  love,  bittersweet,  passionate']",['Demi Lovato']
136,Demi,LP,Hollywood,,50.0,2013-05-14,"['Pop', 'Electropop', 'Dance-Pop', 'Adult Contemporary', 'Pop Rock', 'Teen Pop']","['androgynous vocals,  love,  melodic,  passionate,  longing,  breakup,  optimistic,  melancholic,  sentimental,  energetic']",['Demi Lovato']
137,Confident,LP,Hollywood,65.0,53.0,2015-10-16,"['Dance-Pop', 'Electropop', 'Adult Contemporary']","['androgynous vocals,  summer,  anthemic,  longing,  warm,  sexual,  uplifting,  urban,  melodic,  energetic,  sensual,  boastful,  introspective,  love,  bittersweet,  passionate,  sentimental']",['Demi Lovato']
138,Tell Me You Love Me,LP,Island,,54.0,2017-09-29,"['Contemporary R&B', 'Pop Soul', 'Dance-Pop', 'Electropop']","['androgynous vocals,  bittersweet,  anxious,  nocturnal,  longing,  sexual,  romantic,  melodic,  playful,  love,  passionate,  sentimental,  sensual,  introspective']",['Demi Lovato']
139,Dancing With the Devil... The Art of Starting Over,LP,Island,72.0,54.0,2021-04-02,"['Pop', 'Contemporary R&B', 'Adult Contemporary', 'Pop Soul', 'Pop Rock']","['androgynous vocals,  uplifting,  melodic,  introspective,  bittersweet,  alcohol,  warm,  passionate,  drugs,  eclectic,  optimistic,  breakup,  love,  melancholic,  concept album,  anxious,  playful,  LGBT,  rhythmic']",['Demi Lovato']
140,Tug of War,LP,604,,52.0,2008-09-30,"['Folk Pop', 'Pop', 'Singer/Songwriter']","['happy,  soft,  love,  summer,  melodic,  energetic,  female vocals,  mellow,  romantic,  sentimental']",['Carly Rae Jepsen']
141,Kiss,LP,Interscope,62.0,60.0,2012-09-18,"['Dance-Pop', 'Electropop', 'Synthpop', 'Teen Pop', 'Electro House']","['love,  energetic,  female vocals,  melodic,  breakup,  uplifting,  bittersweet,  melancholic,  longing,  party,  playful,  summer,  romantic,  passionate,  anthemic,  optimistic']",['Carly Rae Jepsen']
142,E·MO·TION,LP,Interscope,,75.0,2015-06-24,"['Dance-Pop', 'Synthpop', 'Electropop']","['energetic,  happy,  romantic,  love,  female vocals,  melodic,  uplifting,  optimistic,  party,  sentimental,  passionate,  summer,  longing,  playful,  anthemic,  nocturnal,  sensual,  bittersweet,  anxious']",['Carly Rae Jepsen']
143,Dedicated,LP,Interscope,77.0,70.0,2019-05-17,"['Dance-Pop', 'Synthpop', 'Synth Funk', 'Electropop', 'Electro-Disco', 'Contemporary R&B']","['female vocals,  love,  melodic,  romantic,  sexual,  optimistic,  sensual,  uplifting,  playful,  rhythmic,  passionate,  summer,  bittersweet,  energetic,  warm,  party,  longing,  introspective,  lush,  happy']",['Carly Rae Jepsen']
144,Dedicated Side B,LP,Interscope,77.0,69.0,2020-05-21,"['Dance-Pop', 'Synthpop', 'Electropop', 'Contemporary R&B', 'Synth Funk']","['female vocals,  longing,  romantic,  summer,  warm,  melodic,  playful,  love,  rhythmic,  party,  uplifting,  sensual,  energetic,  happy']",['Carly Rae Jepsen']
145,E·MO·TION: Side B,EP,604,,76.0,2016-08-26,"['Synthpop', 'Dance-Pop', 'Electropop', 'Freestyle']","['romantic,  happy,  passionate,  female vocals,  uplifting,  bittersweet,  melodic,  love,  rhythmic,  sentimental,  longing,  summer,  energetic,  sensual,  anthemic,  playful']",['Carly Rae Jepsen']
146,In My Mind,LP,Star Trak,,62.0,2006-07-25,"['Pop Rap', 'Contemporary R&B', 'Neo-Soul', 'Southern Hip Hop']","['introspective,  urban,  male vocals,  sampling,  lush,  optimistic']",['Pharrell']
147,G I R L,LP,Columbia,63.0,51.0,2014-03-03,"['Contemporary R&B', 'Pop Soul', 'Funk', 'Synth Funk']","['love,  romantic,  uplifting,  passionate,  happy,  sampling,  warm,  humorous,  summer,  male vocals']",['Pharrell Williams']
148,Colour the Small One,LP,Go! Beat,66.0,69.0,2004-01-19,"['Indie Pop', 'Chamber Pop', 'Downtempo', 'Trip Hop']","['female vocals,  sad,  lush,  pessimistic,  melodic,  mellow,  winter,  passionate,  soft,  introspective,  bittersweet,  lonely,  depressive']",['Sia']
149,Some People Have Real Problems,LP,Hear,64.0,67.0,2008-01-08,"['Indie Pop', 'Pop Soul', 'Chamber Pop', 'Art Pop']","['quirky,  female vocals,  bittersweet,  introspective,  love,  passionate,  melodic,  mellow']",['Sia']
150,We Are Born,LP,Monkey Puzzle,69.0,66.0,2010-06-07,"['Indie Pop', 'Dance-Pop', 'Pop Soul', 'Nu-Disco', 'Alternative Dance']","['female vocals,  uplifting,  bittersweet,  rhythmic,  quirky,  introspective,  energetic,  melodic,  passionate']",['Sia']
151,1000 Forms of Fear,LP,RCA,72.0,63.0,2014-07-08,"['Electropop', 'Alt-Pop', 'Contemporary R&B', 'Art Pop']","['female vocals,  uplifting,  passionate,  energetic,  introspective,  melodic,  bittersweet,  sentimental,  cold,  alcohol,  anthemic,  nocturnal,  melancholic,  sombre,  love']",['Sia']
152,This Is Acting,LP,RCA,66.0,53.0,2016-01-29,"['Electropop', 'Alt-Pop', 'Contemporary R&B', 'Dance-Pop']","['female vocals,  melodic,  anthemic,  passionate,  quirky,  uplifting,  introspective,  playful,  concept album,  nocturnal']",['Sia']
153,Everyday Is Christmas,LP,Monkey Puzzle,60.0,51.0,2017-11-17,"['Christmas Music', 'Pop Soul', 'Sophisti-Pop', 'Contemporary R&B', 'Dance-Pop', 'Indie Pop']","['female vocals,  Christmas,  happy,  uplifting,  winter,  melodic,  playful']",['Sia']
154,Don't Smile at Me,EP,Interscope,,62.0,2017-08-11,"['Electropop', 'Alt-Pop', 'Alternative R&B', 'Pop Soul', 'Bedroom Pop', 'Indie Pop']","['female vocals,  bittersweet,  deadpan,  melodic,  misanthropic,  love,  lush,  sarcastic,  eclectic,  nocturnal']",['Billie Eilish']
155,"When We All Fall Asleep, Where Do We Go?",LP,Darkroom,80.0,63.0,2019-03-29,"['Electropop', 'Alt-Pop', 'Alternative R&B', 'Ambient Pop', 'Art Pop']","['dark,  female vocals,  nocturnal,  introspective,  melancholic,  lonely,  bittersweet,  sombre,  mellow,  deadpan,  atmospheric,  rhythmic,  lethargic,  love,  melodic,  ominous,  sparse,  minimalistic,  eclectic,  sad,  sentimental']",['Billie Eilish']
156,Happier Than Ever,LP,Darkroom,,67.0,2021-07-30,"['Alt-Pop', 'Contemporary R&B', 'Electropop', 'Alternative R&B', 'Ambient Pop', 'Singer/Songwriter']","['female vocals,  introspective,  melancholic,  eclectic,  mellow,  sensual,  breakup,  lonely,  minimalistic,  longing,  bittersweet,  sentimental,  atmospheric,  rhythmic,  love,  anxious,  passionate,  nocturnal,  lush,  warm,  romantic,  soothing']",['Billie Eilish']
158,Breakout,LP,Hollywood,59.0,46.0,2008-07-22,"['Teen Pop', 'Pop Rock', 'Country Pop', 'Electropop']","['energetic,  warm,  uplifting,  melodic,  bittersweet,  androgynous vocals,  love,  female vocals']",['Miley Cyrus']
159,Can't Be Tamed,LP,Hollywood,,42.0,2010-06-22,"['Teen Pop', 'Electropop', 'Dance-Pop', 'Pop Rock']","['mechanical,  energetic,  anthemic,  rebellious,  nocturnal,  longing,  uplifting,  breakup,  melodic,  love,  bittersweet,  sentimental,  angry,  female vocals,  androgynous vocals']",['Miley Cyrus']
161,Younger Now,LP,RCA,56.0,47.0,2017-09-29,"['Country Pop', 'Pop Rock', 'Pop Soul', 'Soft Rock', 'Contemporary Country']","['female vocals,  summer,  passionate,  happy,  warm,  uplifting,  LGBT,  soft,  mellow,  longing,  love,  bittersweet,  introspective,  melodic,  androgynous vocals,  optimistic']",['Miley Cyrus']
162,Plastic Hearts,LP,RCA,73.0,61.0,2020-11-27,"['Pop Rock', 'Synthpop', 'New Wave', 'Power Pop', 'Adult Contemporary']","['rebellious,  female vocals,  energetic,  party,  breakup,  passionate,  introspective,  hedonistic,  nocturnal,  melodic,  sentimental,  angry,  eclectic,  lonely,  urban,  bittersweet']",['Miley Cyrus']
165,Invasion of Privacy,LP,Atlantic,82.0,53.0,2018-04-06,"['Trap', 'East Coast Hip Hop', 'Pop Rap', 'Contemporary R&B', 'Hardcore Hip Hop']","['boastful,  female vocals,  sexual,  vulgar,  triumphant,  hedonistic,  party,  aggressive,  playful,  urban,  sarcastic,  uplifting,  humorous,  rhythmic,  introspective,  eclectic,  love,  rebellious,  summer']",['Cardi B']
166,Birds in the Trap Sing McKnight,LP,Epic,59.0,58.0,2016-09-02,"['Trap', 'Southern Hip Hop', 'Pop Rap', 'Alternative R&B']","['drugs,  nocturnal,  urban,  male vocals,  melodic,  alcohol,  psychedelic,  lush,  hedonistic,  ethereal,  lethargic,  atmospheric']",['Travis Scott']
167,Astroworld,LP,Epic,83.0,66.0,2018-08-03,"['Trap', 'Pop Rap', 'Southern Hip Hop', 'Alternative R&B', 'Cloud Rap', 'Neo-Psychedelia']","['drugs,  psychedelic,  male vocals,  party,  hedonistic,  boastful,  sexual,  melodic,  atmospheric,  nocturnal,  summer,  sampling,  surreal,  rhythmic,  urban,  warm,  progressive']",['Travis Scott']
171,Love Goes,LP,Capitol,64.0,51.0,2020-10-30,"['Pop', 'Contemporary R&B', 'Dance-Pop', 'Adult Contemporary', 'Pop Soul']","['androgynous vocals,  melodic,  love,  warm,  introspective,  LGBT,  melancholic,  mellow,  sentimental']",['Sam Smith']
173,Thursday,Mixtape,X♥O,76.0,67.0,2011-08-18,['Alternative R&B'],"['dark,  drugs,  atmospheric,  hedonistic,  sexual,  melancholic,  sensual,  male vocals,  nihilistic,  nocturnal,  urban,  disturbing,  sombre,  ethereal,  passionate,  mysterious,  melodic,  concept album,  depressive']",['The Weeknd']
174,Echoes of Silence,Mixtape,X♥O,79.0,73.0,2011-12-21,"['Alternative R&B', 'Trip Hop']","['dark,  atmospheric,  melancholic,  sexual,  sensual,  drugs,  male vocals,  nocturnal,  hedonistic,  urban,  nihilistic,  melodic,  ethereal,  breakup,  alienation,  lonely,  depressive']",['The Weeknd']
175,Kiss Land,LP,X♥O,63.0,59.0,2013-09-10,"['Alternative R&B', 'Darkwave', 'Progressive Pop']","['atmospheric,  dark,  male vocals,  nocturnal,  melancholic,  sexual,  progressive,  melodic,  sombre,  love,  mysterious,  sensual,  breakup,  futuristic,  lonely,  drugs,  hypnotic,  urban,  cold,  hedonistic,  ethereal']",['The Weeknd']
